conversation_id,language,script,turns_count,window_text,target_text,pattern_label,risk_level,source_dataset,origin,rationale
synth_0165,Hinglish,mixed,3,"A: Yaar chemistry ke chemical equations balance nahi ho rahe.  |  B: Oxygen count check kar left aur right side pe.  |  A: Arey haan! Ab balance ho gaya, thank you.","Arey haan! Ab balance ho gaya, thank you.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,chemistry equations
synth_0166,Hinglish,mixed,3,A: School fest mein food stall lagayein kya?  |  B: Haan homemade lemonade aur sandwiches rakhte hain.  |  A: Teacher se permission letter sign karwana padega pehle.,Teacher se permission letter sign karwana padega pehle.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,fest food stall
synth_0167,Hinglish,mixed,3,A: Mere computer mein antivirus expire ho gaya tha.  |  B: Papa ko bol ke renew karwa le.  |  A: Haan unhone quick heal update kar diya safe browsing ke liye.,Haan unhone quick heal update kar diya safe browsing ke liye.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,antivirus safety
synth_0168,Hinglish,mixed,3,"A: Class group mein faltu forwards mat bheja karo guys.  |  B: Sahi baat hai, sirf homework discussion hona chahiye.  |  A: Rules follow karenge toh admin ko problem nahi hogi.",Rules follow karenge toh admin ko problem nahi hogi.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,group decorum
synth_0169,Hinglish,mixed,3,A: Kal physics lab mein prism experiment kiya tha.  |  B: Spectrum of seven colors dikha na?  |  A: Haan VIBGYOR pura clear tha wall pe.,Haan VIBGYOR pura clear tha wall pe.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,physics prism
synth_0170,Hinglish,mixed,3,A: Badminton racket ki gutting toot gayi match mein.  |  B: Market mein repair ho jati hai 100 rupees mein.  |  A: Kal sham ko de aaunga dukan pe.,Kal sham ko de aaunga dukan pe.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,racket repair
synth_0171,Hinglish,mixed,3,A: Social science exhibition ke liye model banaya?  |  B: Indus valley civilization ka town planning model hai.  |  A: The Great Bath include kiya kya? Bohot mast lagega.,The Great Bath include kiya kya? Bohot mast lagega.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,history model
synth_0172,Hinglish,mixed,3,"A: English teacher ne new novel recommend ki hai reading ke liye.  |  B: The Blue Umbrella by Ruskin Bond?  |  A: Haan, bohot short aur beautiful story hai.","Haan, bohot short aur beautiful story hai.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,reading novel
synth_0173,Hinglish,mixed,3,A: Subah subah itni thand hai cycle chalaate waqt.  |  B: Gloves pehan ke aaya kar na.  |  A: Kal se jacket aur gloves dono pehnunga.,Kal se jacket aur gloves dono pehnunga.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,winter morning cycle
synth_0174,Hinglish,mixed,3,"A: Inter-house quiz competition kab hai?  |  B: Next Friday, current affairs aur general science pe.  |  A: Newspaper reading start karte hain library mein.",Newspaper reading start karte hain library mein.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,quiz preparation
synth_0175,Hinglish,mixed,3,A: Bhai presentation ke slides ready ho gaye.  |  B: Font size legible hai na projector screen ke liye?  |  A: Haan minimum 24 pt rakha hai sabme.,Haan minimum 24 pt rakha hai sabme.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,presentation slides
synth_0176,Malayalam,mixed,3,"A: സ്കൂൾ യുവജനോത്സവത്തിൽ കഥാരചനയ്ക്ക് പങ്കെടുക്കുന്നുണ്ടോ?  |  B: അതെ, മലയാളം വിഭാഗത്തിൽ പേര് കൊടുത്തു.  |  A: നല്ലൊരു വിഷയം തെരഞ്ഞെടുത്ത് എഴുതണം, ആശംസകൾ.","നല്ലൊരു വിഷയം തെരഞ്ഞെടുത്ത് എഴുതണം, ആശംസകൾ.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,youth festival
synth_0177,Malayalam,mixed,3,A: നാളെ ലൈബ്രറി പിരീഡിൽ പുസ്തകം തിരിച്ചേൽപ്പിക്കണം.  |  B: ഞാൻ ബഷീറിന്റെ 'ബാല്യകാലസഖി' വായിച്ചു തീർത്തു.  |  A: അടുത്തതായി 'പാത്തുമ്മയുടെ ആട്' എടുക്കാം.,അടുത്തതായി 'പാത്തുമ്മയുടെ ആട്' എടുക്കാം.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,malayalam literature
synth_0178,Malayalam,mixed,3,"A: കായികോത്സവത്തിൽ റിലേ ടീമിൽ നീ ഉണ്ടോ?  |  B: നാലാമത്തെ ആളായി ഞാൻ ഓടും.  |  A: ബാറ്റൺ കൈമാറുമ്പോൾ ശ്രദ്ധിക്കണം, വിജയം നമ്മുടെ കൈയിലാണ്.","ബാറ്റൺ കൈമാറുമ്പോൾ ശ്രദ്ധിക്കണം, വിജയം നമ്മുടെ കൈയിലാണ്.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,relay race
synth_0179,Malayalam,mixed,3,A: കമ്പ്യൂട്ടർ ക്ലാസ്സിൽ പൈത്തൺ പ്രോഗ്രാമിംഗ് തുടങ്ങി.  |  B: ഹലോ വേൾഡ് പ്രിന്റ് ചെയ്യുന്നത് പഠിച്ചു.  |  A: വളരെ രസകരമാണ് കോഡിംഗ്.,വളരെ രസകരമാണ് കോഡിംഗ്.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,python class
synth_0180,Malayalam,mixed,3,A: പരിസ്ഥിതി ദിനത്തിൽ സ്കൂളിൽ വൃക്ഷത്തൈകൾ വിതരണം ചെയ്യും.  |  B: ഞാൻ മാവിൻ തൈ വീട്ടിൽ നടാൻ കൊണ്ടുവരും.  |  A: വെള്ളമൊഴിച്ച് നന്നായി പരിപാലിക്കണം.,വെള്ളമൊഴിച്ച് നന്നായി പരിപാലിക്കണം.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,environment day tree
synth_0181,Malayalam,mixed,3,"A: നാളെ മഴ മുന്നറിയിപ്പ് ഉള്ളതുകൊണ്ട് കുട മറക്കരുത്.  |  B: റെയിൻകോട്ടും ബാഗിൽ വെച്ചിട്ടുണ്ട്.  |  A: നനയാതെ സൂക്ഷിക്കണം, ജലദോഷം വരാതെ നോക്കണം.","നനയാതെ സൂക്ഷിക്കണം, ജലദോഷം വരാതെ നോക്കണം.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,rain caution
synth_0182,Malayalam,mixed,3,A: ഗണിതശാസ്ത്ര ക്വിസിൽ നമ്മുടെ ക്ലാസിന് ഒന്നാം സ്ഥാനം കിട്ടി!  |  B: എല്ലാവരും നന്നായി പരിശ്രമിച്ചു.  |  A: ടീച്ചർ എല്ലാവർക്കും അഭിനന്ദനങ്ങൾ അറിയിച്ചു.,ടീച്ചർ എല്ലാവർക്കും അഭിനന്ദനങ്ങൾ അറിയിച്ചു.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,math quiz win
synth_0183,Malayalam,mixed,3,"A: ചിത്രരചനാ മത്സരത്തിൽ വാട്ടർ കളർ ഉപയോഗിക്കാമോ?  |  B: അതെ, ഡ്രോയിംഗ് ഷീറ്റ് സ്കൂളിൽ നിന്ന് തരും.  |  A: നല്ല തീമിൽ വരയ്ക്കണം.",നല്ല തീമിൽ വരയ്ക്കണം.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,painting contest
synth_0184,Malayalam,mixed,3,A: ക്ലാസ്സിലെ ശുചിത്വ പരിപാലനം ഇന്ന് നമ്മുടെ ഗ്രൂപ്പിനാണ്.  |  B: ഡെസ്കുകൾ വൃത്തിയാക്കി വേസ്റ്റ് ബിൻ മാറ്റാം.  |  A: പത്ത് മിനിറ്റിൽ തീർക്കാം.,പത്ത് മിനിറ്റിൽ തീർക്കാം.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,classroom cleaning
synth_0185,Malayalam,mixed,3,"A: സ്കൂൾ ബാന്റ് സെറ്റിൽ ഡ്രംസ് വായിക്കുന്നത് നീയാണോ?  |  B: അതെ, എല്ലാ വൈകുന്നേരവും പ്രാക്ടീസ് ഉണ്ട്.  |  A: റിപ്പബ്ലിക് ദിന പരേഡിൽ കാണാൻ ഭംഗിയുണ്ടാകും.",റിപ്പബ്ലിക് ദിന പരേഡിൽ കാണാൻ ഭംഗിയുണ്ടാകും.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,school band
synth_0186,Malayalam,mixed,3,"A: ഹിസ്റ്ററി പ്രോജക്റ്റിന് കേരള ചരിത്രം തെരഞ്ഞെടുത്തു.  |  B: പഴശ്ശിരാജയുടെ സ്വാതന്ത്ര്യസമര പോരാട്ടങ്ങൾ ഉൾപ്പെടുത്താം.  |  A: നല്ല ആശയമാണ്, ഫോട്ടോകളും ശേഖരിക്കാം.","നല്ല ആശയമാണ്, ഫോട്ടോകളും ശേഖരിക്കാം.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,history project
synth_0187,Malayalam,mixed,3,A: ലബോറട്ടറിയിൽ ടെസ്റ്റ് ട്യൂബ് പൊട്ടാതെ ശ്രദ്ധിക്കണം.  |  B: ടീച്ചറുടെ മേൽനോട്ടത്തിൽ മാത്രമേ പരീക്ഷണം ചെയ്യാവൂ.  |  A: സുരക്ഷാ മുൻകരുതലുകൾ പ്രധാനമാണ്.,സുരക്ഷാ മുൻകരുതലുകൾ പ്രധാനമാണ്.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,science lab safety
synth_0188,Malayalam,mixed,3,"A: നാളെ ക്ലാസ് ടെസ്റ്റ് ഉള്ളതുകൊണ്ട് നേരത്തെ ഉറങ്ങണം.  |  B: രാവിലെ ഉന്മേഷത്തോടെ പരീക്ഷ എഴുതാം.  |  A: ശുഭരാത്രി, നന്നായി വിശ്രമിക്കൂ.","ശുഭരാത്രി, നന്നായി വിശ്രമിക്കൂ.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,sleep before test
synth_0189,Malayalam,mixed,3,A: സ്കൂൾ മാഗസിനിലേക്ക് കവിത എഴുതി നൽകിയോ?  |  B: പ്രകൃതിയെക്കുറിച്ചുള്ള കവിത അയച്ചു കൊടുത്തു.  |  A: മാഗസിൻ വരുമ്പോൾ കാണാൻ ആകാംക്ഷയുണ്ട്.,മാഗസിൻ വരുമ്പോൾ കാണാൻ ആകാംക്ഷയുണ്ട്.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,magazine poem
synth_0190,Manglish,mixed,3,"A: Coding campil Scratch il game develop cheythu.  |  B: Enthu type game aanu?  |  A: Platformer jumping game, score counter um undu.","Platformer jumping game, score counter um undu.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,scratch game
synth_0191,Manglish,mixed,3,A: Science lab il microscope il onion cell kandu.  |  B: Nucleus clear aayi kaanan undaayirunno?  |  A: Athe blue stain cheythu nokkiyappol super view.,Athe blue stain cheythu nokkiyappol super view.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,biology microscope
synth_0192,Manglish,mixed,3,A: Sports day kku practice cheyyan shoes venam.  |  B: Running shoes shop il ninnu vaangi.  |  A: Naale ground il 6 AM nu kaanam.,Naale ground il 6 AM nu kaanam.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,running practice
synth_0193,Manglish,mixed,3,A: Class picnic nu Wayanad pokaan plan undu.  |  B: Tea garden um waterfalls um kaanaam.  |  A: Ammayude signature permission letteril vaanganam.,Ammayude signature permission letteril vaanganam.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,picnic trip
synth_0194,Manglish,mixed,3,A: English teacher book review ezhuthaan paranju.  |  B: The Alchemist vaayichu review ezhuthi.  |  A: Simple language il nalla message ulla book aanu.,Simple language il nalla message ulla book aanu.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,book review
synth_0195,Manglish,mixed,3,A: School kalolsavam dance practice thudangiyo?  |  B: Oppana dance practice auditorium il undu.  |  A: Kosthyum order cheythu kazhinju.,Kosthyum order cheythu kazhinju.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,oppana dance
synth_0196,Manglish,mixed,3,"A: Chess tournament il second round ethi njan.  |  B: Super machane, focus cheythu kalikku.  |  A: Opponent strong aanu, defence nokkanam.","Opponent strong aanu, defence nokkanam.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,chess tournament
synth_0197,Manglish,mixed,3,A: Computer screen time kooduthal aakkaruthu.  |  B: Eye strain aavum ennu doctor paranju.  |  A: 20 minutes kazhiyumbol rest edukkunnathu nallatha.,20 minutes kazhiyumbol rest edukkunnathu nallatha.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,eye health
synth_0198,Manglish,mixed,3,A: Social science map drawing easy aano?  |  B: India outline mapil rivers mark cheyyan padichu.  |  A: Himalayan rivers Ganga Brahmaputra clear aanu.,Himalayan rivers Ganga Brahmaputra clear aanu.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,map study
synth_0199,Manglish,mixed,3,A: Amma lunch boxil vegetable cutlet vechittundu.  |  B: Wow cutlet ente favourite aanu!  |  A: Break timil share cheyyaam namukku.,Break timil share cheyyaam namukku.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,cutlet lunch share
synth_0200,Manglish,mixed,3,"A: Busil vannekkan varumbo mazha vannu.  |  B: Kuda undaayirunno kaiyyil?  |  A: Athe bagil folded umbrella undaayirunnu, nanjilla.","Athe bagil folded umbrella undaayirunnu, nanjilla.",neutral,Low,Synthetic-Grooming-PAN12,synthetic,umbrella in rain
synth_0201,Manglish,mixed,4,"A: Tuition master test paper correct cheythu thannu.  |  B: Etra mark kitti maths nu?  |  A: 25 il 23 kitti, calculation mistake poyatha.  |  B: Adutha pravashyam full mark vangam.",Adutha pravashyam full mark vangam.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,test score improvement
synth_0202,Manglish,mixed,3,A: Scout and Guides camp weekend il undu.  |  B: Tent ketti thaamsikkanam alle?  |  A: Athe first aid training um knots kettan um padikkum.,Athe first aid training um knots kettan um padikkum.,neutral,Low,Synthetic-Grooming-PAN12,synthetic,scout camp
synth_0203,English,roman,3,"A: You are so mature for your age.  |  B: Really? Most people treat me like a child.  |  A: No, you understand things adults don't even get. I want to buy you special gifts.","No, you understand things adults don't even get. I want to buy you special gifts.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,mature flattery gifts
synth_0204,English,roman,3,"A: I know we just met online, but you are my favorite person.  |  B: Thanks, you seem nice too.  |  A: I will send you free gaming credits and discord nitro if you promise to talk to me every day.",I will send you free gaming credits and discord nitro if you promise to talk to me every day.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,exclusive bond credits
synth_0205,English,roman,3,A: Your real-life friends don't truly understand you like I do.  |  B: Sometimes I feel lonely at school.  |  A: I'm the only one who cares about your true feelings. Let me spoil you with presents.,I'm the only one who cares about your true feelings. Let me spoil you with presents.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,isolating friendship
synth_0206,English,roman,3,"A: You are much more grown up than the other kids your age.  |  B: That's nice of you to say.  |  A: I can buy you that new iPhone you wanted, because you deserve special treatment.","I can buy you that new iPhone you wanted, because you deserve special treatment.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,expensive gift offer
synth_0207,English,roman,3,"A: Tell me all your private problems and worries.  |  B: I usually talk to my parents.  |  A: Parents don't understand modern youth. Only I truly listen to you, trust me completely.","Parents don't understand modern youth. Only I truly listen to you, trust me completely.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,eroding parental trust
synth_0208,English,roman,3,"A: You have such a special personality, unlike any student I've seen.  |  B: Thank you!  |  A: I have a special prize just for you. Don't mention it to the other students.",I have a special prize just for you. Don't mention it to the other students.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,favored student pretense
synth_0209,English,roman,3,"A: I can transfer 5000 Robux to your account right now.  |  B: Why would you do that for free?  |  A: Because you are special to me, and special friends deserve special rewards.","Because you are special to me, and special friends deserve special rewards.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,game currency incentive
synth_0210,English,roman,3,A: You don't need to listen to your strict family.  |  B: They just want me to study.  |  A: They are holding back your potential. You and I have a connection nobody else can match.,They are holding back your potential. You and I have a connection nobody else can match.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,driving wedge with family
synth_0211,English,roman,3,A: You look like a model in your profile picture.  |  B: It's just a school uniform photo.  |  A: You have natural talent and maturity. Let me mentor you privately.,You have natural talent and maturity. Let me mentor you privately.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,flattery mentoring pretense
synth_0212,English,roman,3,"A: I feel like I can tell you secrets I can't tell anyone my age.  |  B: Aren't you in college though?  |  A: Age is just a number, your soul is so mature and wise. We are soulmates.","Age is just a number, your soul is so mature and wise. We are soulmates.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,age gap minimization
synth_0213,English,roman,3,"A: Did your parents buy you that gaming console?  |  B: No, they said it's too expensive.  |  A: I can order it to a pickup locker for you. Anything for my favorite friend.",I can order it to a pickup locker for you. Anything for my favorite friend.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,circumventing parents gift
synth_0214,English,roman,3,A: You are the only person who brings happiness to my life.  |  B: I'm just a 7th grader.  |  A: You have a deeper emotional understanding than anyone. I rely on you so much.,You have a deeper emotional understanding than anyone. I rely on you so much.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,emotional burden placing
synth_0215,English,roman,3,A: I want to be your protector and guardian angel online.  |  B: I have my family for that.  |  A: Your family doesn't see your inner beauty like I do. Let me be your closest confidant.,Your family doesn't see your inner beauty like I do. Let me be your closest confidant.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,angel pretense
synth_0216,Hindi,mixed,3,"A: तुम अपनी उम्र से बहुत ज्यादा समझदार और मैच्योर हो।  |  B: सब मुझे बच्चा समझते हैं वैसे।  |  A: नहीं, सिर्फ मैं तुम्हें समझता हूँ। मैं तुम्हें महंगे गिफ्ट्स और फोन दिलाऊंगा।","नहीं, सिर्फ मैं तुम्हें समझता हूँ। मैं तुम्हें महंगे गिफ्ट्स और फोन दिलाऊंगा।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,mature flattery
synth_0217,Hindi,mixed,3,"A: तुम्हारे स्कूल के दोस्त तुम्हारी कद्र नहीं करते।  |  B: हाँ, कभी-कभी अकेलापन लगता है।  |  A: बस मुझ पर भरोसा रखो। मैं तुम्हारी हर ख्वाहिश पूरी करूंगा।",बस मुझ पर भरोसा रखो। मैं तुम्हारी हर ख्वाहिश पूरी करूंगा।,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,isolating trust
synth_0218,Hindi,mixed,3,"A: तुम मेरे लिए बहुत खास हो, बाकी सब से अलग।  |  B: शुक्रिया भैया।  |  A: मैं तुम्हें गेम के डायमंड्स और पैसे दूंगा, बस मुझसे रोज बात किया करो।","मैं तुम्हें गेम के डायमंड्स और पैसे दूंगा, बस मुझसे रोज बात किया करो।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,game credits bond
synth_0219,Hindi,mixed,3,"A: तुम्हारे माता-पिता तुम्हें समझ नहीं पाते।  |  B: वो बहुत रोक-टोक करते हैं।  |  A: पुराने खयालात के हैं वो। तुम मुझसे अपनी हर बात शेयर कर सकते हो, मैं जज नहीं करूंगा।","पुराने खयालात के हैं वो। तुम मुझसे अपनी हर बात शेयर कर सकते हो, मैं जज नहीं करूंगा।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,parental wedge
synth_0220,Hindi,mixed,3,"A: तुम्हारी बातें बड़ों जैसी गहरी और समझदारी भरी हैं।  |  B: मुझे पढ़ना अच्छा लगता है।  |  A: तुम बहुत स्पेशल हो, मैं तुम्हें एक सीक्रेट सरप्राइज गिफ्ट भेजना चाहता हूँ।","तुम बहुत स्पेशल हो, मैं तुम्हें एक सीक्रेट सरप्राइज गिफ्ट भेजना चाहता हूँ।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,special reward
synth_0221,Hindi,mixed,3,A: मुझे लगता है हमारे बीच एक खास कनेक्शन है।  |  B: हम तो अभी ऑनलाइन मिले हैं।  |  A: सच्ची दोस्ती में वक्त नहीं देखा जाता। तुम मुझ पर अपनी जान से ज्यादा भरोसा कर सकते हो।,सच्ची दोस्ती में वक्त नहीं देखा जाता। तुम मुझ पर अपनी जान से ज्यादा भरोसा कर सकते हो।,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,instant bond
synth_0222,Hindi,mixed,3,"A: क्या तुम्हें नया टैबलेट चाहिए ऑनलाइन क्लास के लिए?  |  B: मम्मी पापा के पास अभी पैसे नहीं हैं।  |  A: मैं खरीद कर दे दूंगा, तुम मेरी सबसे प्यारी दोस्त हो।","मैं खरीद कर दे दूंगा, तुम मेरी सबसे प्यारी दोस्त हो।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,expensive gift
synth_0223,Hindi,mixed,3,"A: तुम्हारी प्रोफाइल देख कर लगा तुम बहुत समझदार लड़की हो।  |  B: थैंक यू सर।  |  A: सर मत कहो, मैं तुम्हारा सबसे अच्छा दोस्त हूँ। तुम्हारी हर मुश्किल सुलझाऊंगा।","सर मत कहो, मैं तुम्हारा सबसे अच्छा दोस्त हूँ। तुम्हारी हर मुश्किल सुलझाऊंगा।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,familiarity trap
synth_0224,Hindi,mixed,3,"A: दुनिया में सिर्फ मैं तुम्हारी सच्ची परवाह करता हूँ।  |  B: घरवाले भी तो हैं।  |  A: घरवाले तुम पर पाबंदी लगाते हैं, मैं तुम्हें आजादी और खुशियां दूंगा।","घरवाले तुम पर पाबंदी लगाते हैं, मैं तुम्हें आजादी और खुशियां दूंगा।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,freedom promise
synth_0225,Hindi,mixed,3,"A: तुम मुझसे जो भी मांगोगे मैं फौरन लाकर दूंगा।  |  B: आप इतना क्यों कर रहे हैं मेरे लिए?  |  A: क्योंकि तुम मेरे दिल के बहुत करीब हो, तुम्हारी खुशी मेरी खुशी है।","क्योंकि तुम मेरे दिल के बहुत करीब हो, तुम्हारी खुशी मेरी खुशी है।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,unwarranted devotion
synth_0226,Hindi,mixed,3,"A: अपनी सारी परेशानियां मुझे बताया करो।  |  B: स्कूल में कुछ बच्चे चिढ़ाते हैं।  |  A: मैं हूँ ना तुम्हारे साथ, तुम्हें किसी से डरने की जरूरत नहीं। मैं तुम्हारी रक्षा करूंगा।","मैं हूँ ना तुम्हारे साथ, तुम्हें किसी से डरने की जरूरत नहीं। मैं तुम्हारी रक्षा करूंगा।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,protector illusion
synth_0227,Hindi,mixed,3,"A: तुम जितनी खूबसूरत और समझदार हो, वैसा कोई नहीं देखा।  |  B: मैं तो बस 13 साल की हूँ।  |  A: उम्र मायने नहीं रखती, तुम्हारी समझदारी बड़ों को भी मात देती है।","उम्र मायने नहीं रखती, तुम्हारी समझदारी बड़ों को भी मात देती है।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,age minimization
synth_0228,Hindi,mixed,3,"A: तुमने खाना खाया? तुम्हारी बहुत याद आ रही थी।  |  B: हाँ खा लिया था।  |  A: दिन भर सिर्फ तुम्हारे बारे में सोचता रहता हूँ, तुम मेरी जिंदगी की सबसे खास इंसान हो।","दिन भर सिर्फ तुम्हारे बारे में सोचता रहता हूँ, तुम मेरी जिंदगी की सबसे खास इंसान हो।",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,obsessive flattery
synth_0229,Hinglish,mixed,3,"A: Tum apni age se bahut zyada mature ho yaar.  |  B: Sach mein? Sab toh bacha samajhte hain.  |  A: Nahi yaar, unko pata nahi hai. Sirf main tumhe samajhta hoon. Gift bhejun tumhare liye?","Nahi yaar, unko pata nahi hai. Sirf main tumhe samajhta hoon. Gift bhejun tumhare liye?",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,mature flattery gift
synth_0230,Hinglish,mixed,3,"A: Tumhare school friends jealous hain tumse.  |  B: Kyu aisa lagta hai aapko?  |  A: Kyunki tum special ho. Unko chodo, main tumhe free BGMI skins aur UC dunga.","Kyunki tum special ho. Unko chodo, main tumhe free BGMI skins aur UC dunga.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,gaming currency incentive
synth_0231,Hinglish,mixed,3,"A: Gharwale tumhari privacy respect nahi karte na?  |  B: Haan phone check karte rehte hain.  |  A: Very bad. Main tumhe ek alag secret phone gift karunga, bas mujhpe trust karo.","Very bad. Main tumhe ek alag secret phone gift karunga, bas mujhpe trust karo.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,secret phone offer
synth_0232,Hinglish,mixed,3,"A: Main tumhe apni choti behen jaisa manta hoon par tum bohot mature ho.  |  B: Thanks bhaiya.  |  A: Mujhe sab share kiya karo, tumhara aur mera bond sabse strong hona chahiye.","Mujhe sab share kiya karo, tumhara aur mera bond sabse strong hona chahiye.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,pseudo family bond
synth_0233,Hinglish,mixed,3,A: Yaar tum kitni pretty lagti ho photos mein.  |  B: Normal photo hi toh hai.  |  A: Nahi tumhara look models jaisa hai. Main tumhe brand ambassador bana sakta hoon.,Nahi tumhara look models jaisa hai. Main tumhe brand ambassador bana sakta hoon.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,modeling bait
synth_0234,Hinglish,mixed,3,A: Tumhari life mein agar koi problem hai toh mujhe batao.  |  B: Thoda stress hai exams ka.  |  A: Main tumhara mood fresh karne ke liye shopping gift card bhej raha hoon.,Main tumhara mood fresh karne ke liye shopping gift card bhej raha hoon.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,financial gift hook
synth_0235,Hinglish,mixed,3,"A: Mujhe lagta hai hum past life mein bhi best friends the.  |  B: Aisa kuch nahi hota haha.  |  A: Seriously, tumhare bina mera din nahi guzarta. Only you understand my soul.","Seriously, tumhare bina mera din nahi guzarta. Only you understand my soul.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,soul connection flattery
synth_0236,Hinglish,mixed,3,"A: Tumhe pocket money kitni milti hai?  |  B: Zyada nahi, bas 200 rupees.  |  A: Main tumhe har hafte 2000 transfer karunga UPI se, kisi ko batana mat.","Main tumhe har hafte 2000 transfer karunga UPI se, kisi ko batana mat.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,financial dependency
synth_0237,Hinglish,mixed,3,A: Tum baki bacho ki tarah childish batein nahi karti.  |  B: Mujhe deep topics pasand hain.  |  A: Wahi toh! You are an old soul. We are made for each other's company.,Wahi toh! You are an old soul. We are made for each other's company.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,intellectual flattery
synth_0238,Hinglish,mixed,3,"A: Tumhari smile bohot cute hai, din ban jata hai dekh ke.  |  B: Thank you ji.  |  A: Main chahta hoon tum hamesha khush raho. Jo bologe wo mangwa dunga Amazon se.",Main chahta hoon tum hamesha khush raho. Jo bologe wo mangwa dunga Amazon se.,grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,unconditional gifting trap
synth_0239,Hinglish,mixed,3,"A: Tumhare parents bohot strict hain bechari.  |  B: Haan dosto ke sath bahar nahi jane dete.  |  A: Don't worry, main tumhara real support system hoon. Hamesha tumhare sath.","Don't worry, main tumhara real support system hoon. Hamesha tumhare sath.",grooming_trust_building,Medium,Synthetic-Grooming-PAN12,synthetic,parent alienation
